                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    158,                0.63343,                 0.3137,                0.87324,                0.99688,                0.99496,                0.99492,                0.82459,                0.78298,                0.27382,                0.92703,              0.0022285,              0.0022285,              0.0022285
                    159,                0.63326,                0.31449,                0.87067,                0.99603,                0.99523,                0.99487,                0.82592,                0.78098,                0.27351,                0.92697,               0.002179,               0.002179,               0.002179
                    160,                0.62654,                0.31341,                0.86939,                0.99598,                0.99493,                0.99477,                0.82201,                0.78504,                 0.2741,                0.92821,              0.0021295,              0.0021295,              0.0021295
                    161,                0.63415,                0.31543,                0.87108,                0.99549,                0.99496,                0.99471,                0.82171,                0.78165,                0.27577,                0.92688,                0.00208,                0.00208,                0.00208
                    162,                0.63058,                0.31358,                0.87061,                0.99568,                0.99496,                0.99462,                  0.823,                0.78409,                0.27453,                0.92769,              0.0020305,              0.0020305,              0.0020305
                    163,                0.62287,                0.30788,                0.86562,                0.99611,                 0.9937,                0.99467,                0.82142,                0.78804,                0.27394,                0.92926,               0.001981,               0.001981,               0.001981
                    164,                0.61725,                0.30713,                 0.8642,                0.99686,                 0.9948,                0.99485,                0.82144,                0.78986,                0.27291,                0.93044,              0.0019315,              0.0019315,              0.0019315
                    165,                0.61572,                0.30548,                0.86817,                0.99601,                0.99512,                0.99482,                0.81849,                0.78931,                0.27429,                0.93001,               0.001882,               0.001882,               0.001882
                    166,                0.62167,                0.30992,                 0.8679,                0.99475,                0.99646,                0.99494,                0.81816,                0.79291,                0.27278,                0.93097,              0.0018325,              0.0018325,              0.0018325
                    167,                  0.616,                0.30826,                0.86994,                0.99604,                0.99509,                0.99494,                0.82062,                0.79118,                0.27303,                0.93098,               0.001783,               0.001783,               0.001783
                    168,                0.62338,                0.31029,                0.86859,                0.99606,                0.99502,                0.99492,                0.82108,                0.79085,                0.27566,                0.93104,              0.0017335,              0.0017335,              0.0017335
                    169,                0.61072,                0.30775,                0.86602,                0.99604,                0.99513,                0.99479,                0.82052,                0.78867,                 0.2753,                0.93064,               0.001684,               0.001684,               0.001684
                    170,                0.60951,                0.30181,                0.86922,                0.99613,                0.99525,                0.99477,                0.82255,                0.78696,                0.27428,                0.93122,              0.0016345,              0.0016345,              0.0016345
                    171,                0.60638,                0.29838,                0.86481,                0.99605,                0.99494,                0.99477,                0.82218,                 0.7893,                0.27634,                0.93147,               0.001585,               0.001585,               0.001585
                    172,                0.60875,                0.30117,                0.86648,                0.99712,                0.99415,                0.99473,                0.82232,                0.78594,                  0.275,                0.93133,              0.0015355,              0.0015355,              0.0015355
                    173,                 0.6089,                0.30645,                0.86802,                0.99698,                0.99458,                0.99482,                0.81973,                0.78795,                0.27591,                 0.9325,               0.001486,               0.001486,               0.001486
                    174,                0.60229,                0.29968,                0.86566,                 0.9958,                0.99496,                0.99489,                0.82168,                0.78819,                0.27584,                0.93212,              0.0014365,              0.0014365,              0.0014365
                    175,                0.60513,                0.29708,                0.86322,                0.99371,                 0.9957,                0.99481,                0.82042,                0.78773,                0.27313,                0.93216,               0.001387,               0.001387,               0.001387
                    176,                0.60807,                0.29945,                0.86799,                0.99747,                0.99371,                0.99492,                0.82282,                0.78907,                0.27237,                0.93256,              0.0013375,              0.0013375,              0.0013375
                    177,                0.60063,                0.29605,                 0.8645,                0.99593,                0.99481,                0.99492,                0.82342,                0.79022,                0.27336,                0.93299,               0.001288,               0.001288,               0.001288
                    178,                0.60185,                0.29822,                0.86286,                0.99722,                0.99414,                0.99492,                0.82152,                0.78988,                 0.2748,                0.93342,              0.0012385,              0.0012385,              0.0012385
                    179,                0.58374,                 0.2914,                0.85952,                 0.9972,                0.99425,                0.99495,                0.82136,                0.78949,                0.27463,                0.93276,               0.001189,               0.001189,               0.001189
                    180,                0.59451,                0.29562,                 0.8608,                0.99704,                 0.9937,                0.99494,                0.82105,                 0.7867,                0.27413,                0.93159,              0.0011395,              0.0011395,              0.0011395
