                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    162,                0.49134,                 0.2563,                0.84507,                0.99066,                0.99413,                0.99289,                0.88451,                 0.5697,                0.21569,                 0.8668,               0.004687,               0.004687,               0.004687
                    163,                0.49336,                0.25862,                0.84424,                0.99073,                0.99404,                0.99285,                0.88331,                0.56955,                0.21542,                0.86667,               0.004654,               0.004654,               0.004654
                    164,                0.49175,                0.25804,                0.84437,                0.99068,                0.99405,                0.99281,                0.88433,                0.56949,                 0.2156,                0.86664,               0.004621,               0.004621,               0.004621
                    165,                0.49258,                0.25823,                0.84577,                0.99062,                0.99406,                0.99281,                0.88448,                0.56965,                0.21605,                0.86677,               0.004588,               0.004588,               0.004588
                    166,                0.48755,                0.25601,                0.84227,                 0.9912,                0.99351,                0.99281,                0.88361,                 0.5696,                0.21599,                0.86685,               0.004555,               0.004555,               0.004555
                    167,                0.49011,                0.25722,                0.84459,                0.99133,                0.99352,                0.99295,                 0.8842,                0.56976,                0.21576,                0.86691,               0.004522,               0.004522,               0.004522
                    168,                0.48757,                0.25631,                0.84341,                0.99141,                0.99352,                0.99302,                0.88353,                 0.5699,                0.21578,                0.86701,               0.004489,               0.004489,               0.004489
                    169,                0.49237,                0.25916,                0.84868,                0.99149,                0.99355,                0.99301,                0.88352,                0.57006,                0.21639,                0.86705,               0.004456,               0.004456,               0.004456
                    170,                0.48898,                0.25604,                 0.8442,                0.99153,                0.99357,                0.99308,                0.88401,                0.57011,                0.21601,                0.86709,               0.004423,               0.004423,               0.004423
                    171,                0.48727,                0.25534,                0.84488,                0.99112,                0.99417,                0.99324,                0.88375,                0.57003,                0.21618,                0.86708,                0.00439,                0.00439,                0.00439
                    172,                0.48564,                0.25421,                0.83959,                0.99126,                0.99416,                0.99328,                 0.8837,                0.57013,                0.21626,                0.86709,               0.004357,               0.004357,               0.004357
                    173,                0.47977,                0.25503,                0.83969,                0.99159,                0.99461,                0.99331,                0.88326,                0.57016,                0.21574,                0.86709,               0.004324,               0.004324,               0.004324
                    174,                0.48096,                0.25279,                0.84254,                0.99165,                0.99465,                0.99329,                0.88317,                0.57015,                 0.2155,                0.86708,               0.004291,               0.004291,               0.004291
